hotelid,zone,mgrgroup,gdlat,gdlon,isstraightconnect,star
1248755,208,0,NULL,NULL,F,2
1248755,208,0,NULL,NULL,T,2
1248761,12376,0,31.21255493,120.5870514,F,2
1248761,12376,0,NULL,NULL,T,2
1248761,12376,0,NULL,NULL,F,2
1248921,865,0,31.39919853,120.6337128,F,2
1248921,865,0,NULL,NULL,T,2
1248921,865,0,NULL,NULL,F,2
1249006,-1,0,NULL,NULL,F,2
1249006,-1,0,NULL,NULL,T,2
1249006,-1,0,31.4847641,120.7316284,F,2
1249015,210,0,NULL,NULL,F,2
1249015,210,0,31.25601006,120.5484772,F,2
1249015,210,0,NULL,NULL,T,2
1249020,656,0,NULL,NULL,T,2
1249020,656,0,31.06422424,120.293457,F,2
1249020,656,0,NULL,NULL,F,2
1249025,863,0,31.35779572,120.7814178,F,2
1249025,863,0,NULL,NULL,F,2
1249059,865,0,NULL,NULL,F,2
1249059,865,0,31.43416023,120.548851,F,2
1249062,208,0,NULL,NULL,T,2
1249062,208,0,NULL,NULL,F,2
1249062,208,0,31.32667351,120.6135483,F,2
1249146,211,0,NULL,NULL,T,2
1249146,211,0,NULL,NULL,F,2
1249146,211,0,31.31653595,120.6242828,F,2
1249314,865,0,NULL,NULL,F,2
1249314,865,0,NULL,NULL,T,2
1249314,865,0,31.43092346,120.5567856,F,2
1249340,-1,0,NULL,NULL,F,2
1249340,-1,0,NULL,NULL,T,2
1249340,-1,0,31.43372536,120.5117722,F,2
1249447,865,0,NULL,NULL,F,2
1249447,865,0,31.43007851,120.5577393,F,2
1249447,865,0,NULL,NULL,T,2
1249503,656,0,NULL,NULL,F,2
1249503,656,0,31.12069511,120.3292465,F,2
1249538,209,0,NULL,NULL,F,2
1249538,209,0,31.25006294,120.6588516,F,2
1249580,656,0,NULL,NULL,F,2
1249580,656,0,NULL,NULL,T,2
1249580,656,0,31.12114525,120.2114182,F,2
1249612,12375,0,31.24785995,120.6308823,F,2
1249612,12375,0,NULL,NULL,F,2
1249612,12375,0,NULL,NULL,T,2
1249650,209,0,NULL,NULL,T,2
1249650,209,0,NULL,NULL,F,2
1249650,209,0,31.24942398,120.6650162,F,2
1250970,12376,0,31.21186638,120.587944,F,2
1250970,12376,0,NULL,NULL,F,2
1250970,12376,0,NULL,NULL,T,2
1251041,656,0,NULL,NULL,T,2
1251041,656,0,31.0679493,120.3618317,F,2
1251041,656,0,NULL,NULL,F,2
1251063,656,0,NULL,NULL,F,2
1251063,656,0,NULL,NULL,T,2
1251063,656,0,31.03346634,120.2932358,F,2
1251381,-1,0,30.90302086,120.6596756,F,2
1251381,-1,0,NULL,NULL,F,2
1251381,-1,0,NULL,NULL,T,2
1251406,656,0,NULL,NULL,T,2
1251406,656,0,NULL,NULL,F,2
1251406,656,0,31.06746101,120.2746048,F,2
1251490,863,0,31.48142242,120.8174591,F,2
1251490,863,0,NULL,NULL,T,2
1251490,863,0,NULL,NULL,F,2
1251684,12375,0,NULL,NULL,F,2
1251684,12375,0,NULL,NULL,T,2
1251684,12375,0,31.24276543,120.6366806,F,2
1252843,656,0,31.09596252,120.2776794,F,2
1252843,656,0,NULL,NULL,T,2
1252843,656,0,NULL,NULL,F,2
1253366,656,0,NULL,NULL,T,2
1253366,656,0,NULL,NULL,F,2
1253366,656,0,31.06497765,120.2857208,F,2
1253395,656,0,31.4247036,120.4453049,F,2
1253395,656,0,NULL,NULL,F,2
1253408,656,0,31.43502998,120.4398346,F,2
1253408,656,0,NULL,NULL,T,2
1253408,656,0,NULL,NULL,F,2
1253436,656,0,NULL,NULL,T,2
1253436,656,0,NULL,NULL,F,2
1253436,656,0,31.42877388,120.4441147,F,2
1253456,656,0,31.42733955,120.4418106,F,2
1253456,656,0,NULL,NULL,F,2
1253456,656,0,NULL,NULL,T,2
1253476,656,0,NULL,NULL,T,2
1253476,656,0,NULL,NULL,F,2
1253476,656,0,31.43224716,120.442688,F,2
1253950,12375,0,31.27617073,120.63871,F,2
1253950,12375,0,NULL,NULL,F,2
1253974,656,0,NULL,NULL,T,2
1253974,656,0,NULL,NULL,F,2
1253974,656,0,31.15384293,120.3181915,F,2
1254038,656,0,NULL,NULL,F,2
1254038,656,0,31.0717392,120.362381,F,2
1254038,656,0,NULL,NULL,T,2
1254079,1060,0,31.34586334,120.6923218,F,2
1254079,1060,0,NULL,NULL,F,2
1254161,656,0,31.19220924,120.3647079,F,2
1254161,656,0,NULL,NULL,F,2
1254161,656,0,NULL,NULL,T,2
1254262,209,0,NULL,NULL,F,0
1254262,209,0,31.251194,120.7509766,F,0
1254325,863,0,NULL,NULL,T,2
1254325,863,0,NULL,NULL,F,2
1254325,863,0,31.48325157,120.8156433,F,2
1254327,863,0,NULL,NULL,F,2
1254327,863,0,NULL,NULL,T,2
1254327,863,0,31.48459625,120.8156891,F,2
1254338,864,0,NULL,NULL,T,2
1254338,864,0,31.25048447,120.5181351,F,2
1254338,864,0,NULL,NULL,F,2
1254375,656,0,NULL,NULL,F,0
1254375,656,0,31.03020477,120.2969131,F,0
1254375,656,0,NULL,NULL,T,0
1254400,-1,0,NULL,NULL,T,2
1254400,-1,0,NULL,NULL,F,2
1254400,-1,0,31.42809105,120.5144501,F,2
1255730,928,0,NULL,NULL,T,2
1255730,928,0,31.27407646,120.8703156,F,2
1255730,928,0,NULL,NULL,F,2
1255829,928,0,31.27163506,120.8693085,F,2
1255829,928,0,NULL,NULL,T,2
1255829,928,0,NULL,NULL,F,2
1255842,928,0,31.26454735,120.8684845,F,2
1255842,928,0,NULL,NULL,F,2
1255842,928,0,NULL,NULL,T,2
1256078,928,0,NULL,NULL,T,2
1256078,928,0,NULL,NULL,F,2
1256078,928,0,31.26323509,120.8647232,F,2
1256116,715,0,NULL,NULL,F,2
1256116,715,0,31.29924965,120.640274,F,2
1256116,715,0,NULL,NULL,T,2
1256151,208,0,NULL,NULL,T,2
1256151,208,0,31.33043098,120.6011124,F,2
1256151,208,0,NULL,NULL,F,2
1256166,1060,0,NULL,NULL,T,2
1256166,1060,0,NULL,NULL,F,2
1256166,1060,0,31.30205727,120.8215408,F,2
1256182,928,0,31.26610756,120.8675385,F,2
1256182,928,0,NULL,NULL,T,2
1256182,928,0,NULL,NULL,F,2
1256197,715,0,NULL,NULL,F,2
1256197,715,0,31.30535507,120.6481552,F,2
1256259,865,0,NULL,NULL,T,2
1256259,865,0,NULL,NULL,F,2
1256259,865,0,31.46314812,120.6587219,F,2
1256391,928,0,NULL,NULL,T,2
1256391,928,0,NULL,NULL,F,2
1256391,928,0,31.26278687,120.8690033,F,2
1256424,928,0,NULL,NULL,F,2
1256424,928,0,NULL,NULL,T,2
1256424,928,0,31.27228737,120.870079,F,2
1256452,209,0,31.30233765,120.8255997,F,2
1256452,209,0,NULL,NULL,F,2
1256452,209,0,NULL,NULL,T,2
1256520,928,0,NULL,NULL,T,2
1256520,928,0,31.26965523,120.8574066,F,2
1256520,928,0,NULL,NULL,F,2
1256546,209,0,NULL,NULL,F,2
1256546,209,0,31.25367165,120.6640701,F,2
1256633,865,0,NULL,NULL,F,2
1256633,865,0,31.43244934,120.6885452,F,2
1256750,-1,0,NULL,NULL,F,2
1256750,-1,0,NULL,NULL,T,2
1256750,-1,0,31.48659515,120.7303391,F,2
1256798,865,0,NULL,NULL,T,2
1256798,865,0,31.45938683,120.6448364,F,2
1256798,865,0,NULL,NULL,F,2
1256846,865,0,31.46184731,120.6468887,F,2
1256846,865,0,NULL,NULL,T,2
1256846,865,0,NULL,NULL,F,2
1256883,-1,0,NULL,NULL,F,2
1256883,-1,0,31.49796295,120.7343521,F,2
1256930,656,0,NULL,NULL,F,2
1256930,656,0,31.33286095,120.4053192,F,2
1256930,656,0,NULL,NULL,T,2
1256971,865,0,NULL,NULL,F,2
1256971,865,0,31.46722031,120.6652145,F,2
1257080,864,0,NULL,NULL,F,2
1257080,864,0,31.25525856,120.5192719,F,2
1257144,656,0,NULL,NULL,F,2
1257144,656,0,31.28804016,120.4091873,F,2
1257175,-1,0,NULL,NULL,F,2
1257175,-1,0,31.49441338,120.733429,F,2
1257251,656,0,NULL,NULL,F,2
1257251,656,0,31.29037476,120.3985672,F,2
1257251,656,0,NULL,NULL,T,2
1257787,689,0,31.31237411,120.5877075,F,2
1257787,689,0,NULL,NULL,F,2
1257787,689,0,NULL,NULL,T,2
1258177,656,0,NULL,NULL,T,2
1258177,656,0,NULL,NULL,F,2
1258177,656,0,31.12560463,120.4651413,F,2
1258221,656,0,NULL,NULL,F,2
1258221,656,0,31.12376213,120.4676437,F,2
1258233,12376,414,NULL,NULL,T,2
1258233,12376,414,31.2121582,120.5888596,F,2
1258233,12376,414,NULL,NULL,F,2
1258409,656,0,NULL,NULL,F,2
1258409,656,0,31.16796684,120.5069656,F,2
1258409,656,0,NULL,NULL,T,2
1258474,864,0,NULL,NULL,T,2
1258474,864,0,NULL,NULL,F,2
1258474,864,0,31.25157547,120.5184097,F,2
1258492,656,0,NULL,NULL,F,2
1258492,656,0,NULL,NULL,T,2
1258492,656,0,31.18493462,120.5314331,F,2
1258525,864,0,NULL,NULL,F,2
1258525,864,0,31.25208092,120.5180817,F,2
1258838,12378,0,NULL,NULL,T,2
1258838,12378,0,NULL,NULL,F,2
1258838,12378,0,31.15597153,120.7175751,F,2
1260327,12376,0,NULL,NULL,F,2
1260327,12376,0,31.21309471,120.5838547,F,2
1260327,12376,0,NULL,NULL,T,2
1260458,12375,0,NULL,NULL,F,2
1260458,12375,0,31.27680969,120.6386261,F,2
1260458,12375,0,NULL,NULL,T,2
1260516,928,0,NULL,NULL,T,2
1260516,928,0,NULL,NULL,F,2
1260516,928,0,31.26750183,120.8641815,F,2
1261894,656,0,NULL,NULL,F,2
1261894,656,0,31.32942772,120.3484039,F,2
1261894,656,0,NULL,NULL,T,2
1261919,656,0,NULL,NULL,F,2
1261919,656,0,31.32834625,120.4051971,F,2
1261919,656,0,NULL,NULL,T,2
1261927,210,0,NULL,NULL,T,2
1261927,210,0,31.33690071,120.4060059,F,2
1261927,210,0,NULL,NULL,F,2
1261956,656,0,NULL,NULL,T,2
1261956,656,0,31.10209465,120.3860474,F,2
1261956,656,0,NULL,NULL,F,2
1262130,210,0,NULL,NULL,F,2
1262130,210,0,31.2536068,120.5749054,F,2
1262130,210,0,NULL,NULL,T,2
1262205,656,0,NULL,NULL,T,2
1262205,656,0,NULL,NULL,F,2
1262205,656,0,31.10240746,120.3862839,F,2
1262244,656,0,NULL,NULL,F,2
1262244,656,0,NULL,NULL,T,2
1262244,656,0,31.07396126,120.3614502,F,2
1262319,656,0,31.24973679,120.4984207,F,2
1262319,656,0,NULL,NULL,F,2
1262422,656,0,31.2355957,120.4809113,F,2
1262422,656,0,NULL,NULL,F,2
1262422,656,0,NULL,NULL,T,2
1262528,656,0,NULL,NULL,F,2
1262528,656,0,NULL,NULL,T,2
1262528,656,0,31.23396301,120.4825821,F,2
1262675,656,0,NULL,NULL,F,2
1262675,656,0,31.05789757,120.3601608,F,2
1262675,656,0,NULL,NULL,T,2
1262796,12376,0,31.21238327,120.5863647,F,2
1262796,12376,0,NULL,NULL,T,2
1262796,12376,0,NULL,NULL,F,2
1262819,12376,0,NULL,NULL,F,2
1262819,12376,0,31.21208191,120.5854034,F,2
1264161,210,0,31.25310135,120.5758057,F,2
1264161,210,0,NULL,NULL,F,2
1264161,210,0,NULL,NULL,T,2
1264271,656,0,NULL,NULL,T,2
1264271,656,0,31.0819912,120.4062347,F,2
1264271,656,0,NULL,NULL,F,2
1264293,656,0,NULL,NULL,F,2
1264293,656,0,31.09259033,120.3821259,F,2
1265911,656,0,NULL,NULL,F,2
1265911,656,0,NULL,NULL,T,2
1265911,656,0,31.10223198,120.3863831,F,2
1265943,656,0,NULL,NULL,T,2
1265943,656,0,31.10850143,120.3909836,F,2
1265943,656,0,NULL,NULL,F,2
1265990,656,0,31.33647537,120.4062653,F,2
1265990,656,0,NULL,NULL,T,2
1265990,656,0,NULL,NULL,F,2
1273939,656,0,31.03624153,120.3376923,F,2
1273939,656,0,NULL,NULL,T,2
1273939,656,0,NULL,NULL,F,2
1273972,864,0,NULL,NULL,F,3
1273972,864,0,31.25849152,120.5173492,F,3
1273972,864,0,NULL,NULL,T,3
1274046,656,0,NULL,NULL,F,2
1274046,656,0,31.09348106,120.3826752,F,2
1274046,656,0,NULL,NULL,T,2
1274436,928,321,NULL,NULL,F,2
1274436,928,321,31.26945305,120.8651962,F,2
1274436,928,321,NULL,NULL,T,2
1274488,1060,0,NULL,NULL,F,5
1274488,1060,0,NULL,NULL,T,5
1274488,1060,0,31.31897926,120.6742706,F,5
1274659,656,0,31.10878944,120.3913956,F,2
1274659,656,0,NULL,NULL,T,2
1274659,656,0,NULL,NULL,F,2
1274961,656,0,31.07986069,120.4109421,F,2
1274961,656,0,NULL,NULL,F,2
1275834,211,0,NULL,NULL,F,2
1275834,211,0,31.31619835,120.6244049,F,2
1275834,211,0,NULL,NULL,T,2
1275842,210,0,NULL,NULL,F,2
1275842,210,0,31.25470352,120.5750656,F,2
1275911,656,0,NULL,NULL,F,2
1275911,656,0,31.06594276,120.2954025,F,2
1275911,656,0,NULL,NULL,T,2
1275989,656,0,31.09222221,120.3817978,F,2
1275989,656,0,NULL,NULL,T,2
1275989,656,0,NULL,NULL,F,2
1276041,656,0,NULL,NULL,F,2
1276041,656,0,31.09930229,120.3852463,F,2
1276041,656,0,NULL,NULL,T,2
1276300,656,0,NULL,NULL,T,2
1276300,656,0,31.06203842,120.3623505,F,2
1276300,656,0,NULL,NULL,F,2
1276305,656,0,NULL,NULL,F,2
1276305,656,0,31.10474586,120.3868713,F,2
1276305,656,0,NULL,NULL,T,2
1276359,656,0,NULL,NULL,T,2
1276359,656,0,31.09857559,120.3851852,F,2
1276359,656,0,NULL,NULL,F,2
1276390,656,0,NULL,NULL,T,2
1276390,656,0,31.07465553,120.3596344,F,2
1276390,656,0,NULL,NULL,F,2
1276393,656,0,NULL,NULL,F,2
1276393,656,0,31.08053589,120.4121399,F,2
1276398,656,0,NULL,NULL,F,2
1276398,656,0,NULL,NULL,T,2
1276398,656,0,31.08150101,120.3675079,F,2
1276442,656,0,NULL,NULL,T,2
1276442,656,0,NULL,NULL,F,2
1276442,656,0,31.06721115,120.3613434,F,2
1278091,-1,0,31.17745018,120.5339432,F,2
1278091,-1,0,NULL,NULL,T,2
1278091,-1,0,NULL,NULL,F,2
1278588,689,0,31.31145477,120.5882263,F,2
1278588,689,0,NULL,NULL,F,2
1278762,656,0,NULL,NULL,T,2
1278762,656,0,31.23397255,120.4768372,F,2
1278762,656,0,NULL,NULL,F,2
1279370,12377,1,NULL,NULL,T,2
1279370,12377,1,31.14081383,120.65802,F,2
1279370,12377,1,NULL,NULL,F,2
1279968,863,0,31.4479599,120.774086,F,2
1279968,863,0,NULL,NULL,F,2
1282341,656,0,NULL,NULL,T,0
1282341,656,0,NULL,NULL,F,0
1282341,656,0,31.14163017,120.2663193,F,0
1283408,210,0,NULL,NULL,F,2
1283408,210,0,31.30116463,120.5657043,F,2
1283907,656,0,NULL,NULL,F,2
1283907,656,0,NULL,NULL,T,2
1283907,656,0,31.29678726,120.3911819,F,2
1284573,211,0,NULL,NULL,F,2
1284573,211,0,31.30792046,120.6249771,F,2
1284573,211,0,NULL,NULL,T,2
1284849,212,0,31.28435135,120.6128311,F,2
1284849,212,0,NULL,NULL,F,2
1284849,212,0,31.28440857,120.6133728,F,2
1284849,212,0,NULL,NULL,T,2
1284869,211,0,31.30404854,120.6239929,F,2
1284869,211,0,NULL,NULL,T,2
1284869,211,0,NULL,NULL,F,2
1285381,211,291,NULL,NULL,T,2
1285381,211,291,NULL,NULL,F,2
1285381,211,291,31.31137276,120.630043,F,2
1285381,211,291,31.31137276,120.630043,T,2
1285482,211,0,NULL,NULL,F,2
1285482,211,0,NULL,NULL,T,2
1285482,211,0,31.31591797,120.6243896,F,2
1287253,928,0,31.27443314,120.8824234,F,2
1287253,928,0,NULL,NULL,T,2
1287253,928,0,NULL,NULL,F,2
1287295,689,0,NULL,NULL,T,3
1287295,689,0,NULL,NULL,F,3
1287295,689,0,31.30870438,120.6026001,F,3
1297866,-1,0,31.42820549,120.5143585,F,2
1297866,-1,0,NULL,NULL,T,2
1297866,-1,0,NULL,NULL,F,2
1300760,12375,0,NULL,NULL,F,2
1300760,12375,0,31.27374649,120.6389465,F,2
1300760,12375,0,NULL,NULL,T,2
1300913,656,0,31.13092232,120.4606705,F,2
1300913,656,0,NULL,NULL,F,2
1302978,656,0,31.10508919,120.3042831,F,2
1302978,656,0,NULL,NULL,F,2
1302978,656,0,NULL,NULL,T,2
1303109,212,281,NULL,NULL,F,2
1303109,212,281,31.29112053,120.6168823,F,2
1303109,212,281,NULL,NULL,T,2
1303319,210,0,31.30132866,120.5618057,F,2
1303319,210,0,NULL,NULL,T,2
1303319,210,0,NULL,NULL,F,2
1303442,12378,0,31.16171455,120.7233582,F,3
1303442,12378,0,NULL,NULL,T,3
1303442,12378,0,NULL,NULL,F,3
1303460,208,0,31.33280754,120.5972977,F,2
1303460,208,0,NULL,NULL,T,2
1303460,208,0,NULL,NULL,F,2
1304012,-1,480,30.9520359,120.3806992,F,4
1304012,-1,480,NULL,NULL,F,4
1304012,-1,480,NULL,NULL,T,4
1304365,656,0,NULL,NULL,T,2
1304365,656,0,31.03589249,120.3379211,F,2
1304365,656,0,NULL,NULL,F,2
1304384,656,0,NULL,NULL,F,2
1304384,656,0,31.06604004,120.2857056,F,2
1311435,208,291,31.33118439,120.6082077,F,2
1311435,208,291,NULL,NULL,T,2
1311435,208,291,NULL,NULL,F,2
1312950,1060,0,31.3608551,120.7132645,F,2
1312950,1060,0,NULL,NULL,F,2
1312950,1060,0,NULL,NULL,T,2
1313071,865,0,NULL,NULL,T,2
1313071,865,0,NULL,NULL,F,2
1313071,865,0,31.36320686,120.6256027,F,2
1316335,1060,0,NULL,NULL,T,3
1316335,1060,0,31.31537437,120.668335,F,3
1316335,1060,0,NULL,NULL,F,3
1316533,12376,0,NULL,NULL,F,2
1316533,12376,0,NULL,NULL,T,2
1316533,12376,0,31.21152687,120.5504913,F,2
1318298,12378,0,NULL,NULL,T,3
1318298,12378,0,31.16004944,120.7205276,F,3
1318298,12378,0,NULL,NULL,F,3
1318343,208,0,NULL,NULL,F,2
1318343,208,0,31.33039474,120.6019669,F,2
1318670,211,0,31.30974007,120.6251221,F,2
1318670,211,0,NULL,NULL,T,2
1318670,211,0,NULL,NULL,F,2
1319913,865,0,NULL,NULL,T,2
1319913,865,0,NULL,NULL,F,2
1319913,865,0,31.37245369,120.6344604,F,2
1319973,1060,0,NULL,NULL,T,2
1319973,1060,0,NULL,NULL,F,2
1319973,1060,0,31.30487251,120.6547394,F,2
1320058,865,0,31.41433525,120.6257629,F,2
1320058,865,0,NULL,NULL,F,2
1320058,865,0,NULL,NULL,T,2
1320065,209,0,NULL,NULL,T,2
1320065,209,0,NULL,NULL,F,2
1320065,209,0,31.27865219,120.7456055,F,2
1320283,209,0,31.27624893,120.677475,F,2
1320283,209,0,NULL,NULL,F,2
1320283,209,0,NULL,NULL,T,2
1320455,209,0,NULL,NULL,T,2
1320455,209,0,NULL,NULL,F,2
1320455,209,0,31.27878952,120.7460251,F,2
1320555,689,595,NULL,NULL,T,4
1320555,689,595,31.31609154,120.6037216,F,4
1320555,689,595,NULL,NULL,F,4
1320622,209,0,31.27860069,120.7468185,F,2
1320622,209,0,NULL,NULL,T,2
1320622,209,0,NULL,NULL,F,2
1323294,209,0,NULL,NULL,T,2
1323294,209,0,31.33740044,120.7585526,F,2
1324124,12378,0,31.15605545,120.7208557,F,2
1324124,12378,0,NULL,NULL,F,2
1324124,12378,0,NULL,NULL,T,2
1329375,656,0,NULL,NULL,T,2
1329375,656,0,31.02677155,120.2927933,F,2
1329375,656,0,NULL,NULL,F,2
1332890,-1,0,30.97305679,120.6417618,F,2
1332890,-1,0,NULL,NULL,F,2
1332890,-1,0,NULL,NULL,T,2
1333915,689,3,31.29939079,120.5957718,T,2
1333915,689,3,NULL,NULL,F,2
1333915,689,3,NULL,NULL,T,2
1333915,689,3,31.29939079,120.5957718,F,2
1336747,656,0,31.12121964,120.3072891,F,2
1336747,656,0,NULL,NULL,F,2
1336747,656,0,NULL,NULL,T,2
1339720,12375,0,31.27628517,120.6387329,F,2
1339720,12375,0,NULL,NULL,F,2
1339720,12375,0,NULL,NULL,T,2
1339757,12377,0,NULL,NULL,T,2
1339757,12377,0,31.16051292,120.6608047,F,2
1339757,12377,0,NULL,NULL,F,2
1339774,656,0,NULL,NULL,F,2
1339774,656,0,NULL,NULL,T,2
1339774,656,0,31.02609634,120.2950287,F,2
1339924,210,0,31.27649307,120.5356903,F,0
1339924,210,0,NULL,NULL,T,0
1339924,210,0,NULL,NULL,F,0
1339940,210,0,NULL,NULL,T,0
1339940,210,0,31.30220985,120.5691452,F,0
1339940,210,0,NULL,NULL,F,0
1339965,209,0,NULL,NULL,T,2
1339965,209,0,NULL,NULL,F,2
1339965,209,0,31.28252029,120.7255707,F,2
1340020,12378,0,31.15120125,120.7190781,F,0
1340020,12378,0,NULL,NULL,T,0
1340020,12378,0,NULL,NULL,F,0
1340104,656,0,NULL,NULL,T,2
1340104,656,0,31.03198433,120.2952118,F,2
1340104,656,0,NULL,NULL,F,2
1340116,656,0,NULL,NULL,F,2
1340116,656,0,NULL,NULL,T,2
1340116,656,0,31.03208923,120.2923355,F,2
1340159,689,0,31.32754898,120.5780487,F,2
1340159,689,0,NULL,NULL,F,2
1340338,210,0,31.25595093,120.5829163,F,2
1340338,210,0,NULL,NULL,F,2
1340354,210,0,NULL,NULL,F,2
1340354,210,0,NULL,NULL,T,2
1340354,210,0,31.26925659,120.5781784,F,2
1340404,12377,0,NULL,NULL,F,2
1340404,12377,0,NULL,NULL,T,2
1340404,12377,0,31.15737724,120.6287155,F,2
1340495,211,0,NULL,NULL,F,2
1340495,211,0,31.3047657,120.6161728,F,2
1340495,211,0,NULL,NULL,T,2
1348137,863,0,NULL,NULL,F,2
1348137,863,0,31.44543266,120.8077698,F,2
1348171,1060,0,31.32702637,120.7156296,F,2
1348171,1060,0,NULL,NULL,F,2
1348194,863,0,NULL,NULL,T,2
1348194,863,0,31.44429779,120.8076401,F,2
1348194,863,0,NULL,NULL,F,2
1348320,656,0,NULL,NULL,F,2
1348320,656,0,31.10724068,120.4076691,F,2
1348320,656,0,NULL,NULL,T,2
1348380,689,0,NULL,NULL,T,2
1348380,689,0,31.30363464,120.5909424,F,2
1348380,689,0,NULL,NULL,F,2
1348511,656,0,NULL,NULL,F,2
1348511,656,0,31.03614807,120.2926331,F,2
1348511,656,0,NULL,NULL,T,2
1348550,656,0,NULL,NULL,T,2
1348550,656,0,31.06462479,120.2943878,F,2
1348550,656,0,NULL,NULL,F,2
1348732,656,0,NULL,NULL,F,2
1348732,656,0,31.12397575,120.2152481,F,2
1348732,656,0,NULL,NULL,T,2
1348807,863,0,NULL,NULL,F,2
1348807,863,0,NULL,NULL,T,2
1348807,863,0,31.44579887,120.8086243,F,2
1352432,12375,0,NULL,NULL,F,0
1352432,12375,0,NULL,NULL,T,0
1352432,12375,0,31.25493622,120.6343002,F,0
1354945,656,0,31.14171791,120.2662964,F,2
1354945,656,0,NULL,NULL,F,2
1354945,656,0,NULL,NULL,T,2
1361174,656,0,NULL,NULL,T,2
1361174,656,0,NULL,NULL,F,2
1361174,656,0,31.06542015,120.3632126,F,2
1370824,1060,0,NULL,NULL,T,2
1370824,1060,0,NULL,NULL,F,2
1370824,1060,0,31.34048843,120.6613464,F,2
1374660,715,0,NULL,NULL,F,3
1374660,715,0,31.29309082,120.6355743,F,3
1374660,715,0,NULL,NULL,T,3
1376589,865,0,NULL,NULL,F,2
1376589,865,0,NULL,NULL,T,2
1376589,865,0,31.37589455,120.6285553,F,2
1376595,865,0,NULL,NULL,T,2
1376595,865,0,NULL,NULL,F,2
1376595,865,0,31.37790871,120.6294403,F,2
1377758,210,291,31.29684067,120.5494766,F,2
1377758,210,291,NULL,NULL,F,2
1377758,210,291,31.29684067,120.5494766,T,2
1377758,210,291,NULL,NULL,T,2
1378627,656,0,31.1885643,120.3620071,F,2
1378627,656,0,NULL,NULL,F,2
1378627,656,0,NULL,NULL,T,2
1384165,864,0,NULL,NULL,T,2
1384165,864,0,NULL,NULL,F,2
1384165,864,0,31.2763176,120.523735,F,2
1384385,12378,0,NULL,NULL,F,2
1384385,12378,0,31.15815353,120.7199326,F,2
1384385,12378,0,NULL,NULL,T,2
1384436,1060,0,NULL,NULL,F,2
1384436,1060,0,31.31086349,120.6554413,F,2
1384436,1060,0,NULL,NULL,T,2
1384625,1060,0,NULL,NULL,F,2
1384625,1060,0,31.31023407,120.6536789,F,2
1384625,1060,0,NULL,NULL,T,2
1385143,211,0,NULL,NULL,T,2
1385143,211,0,NULL,NULL,F,2
1385143,211,0,31.31308937,120.6249237,F,2
1385258,1060,0,NULL,NULL,F,2
1385258,1060,0,31.31313515,120.6500702,F,2
1385258,1060,0,NULL,NULL,T,2
1385523,689,0,NULL,NULL,F,2
1385523,689,0,31.32133865,120.6021729,F,2
1385682,210,0,NULL,NULL,F,2
1385682,210,0,NULL,NULL,T,2
1385682,210,0,31.28256607,120.571434,F,2
1385763,689,0,NULL,NULL,F,2
1385763,689,0,31.30765915,120.5731735,F,2
1385763,689,0,NULL,NULL,T,2
1388405,12378,0,NULL,NULL,T,0
1388405,12378,0,31.15811348,120.7178802,F,0
1388405,12378,0,NULL,NULL,F,0
1388467,210,0,NULL,NULL,T,2
1388467,210,0,31.3063755,120.5510559,F,2
1388467,210,0,NULL,NULL,F,2
1388505,209,0,NULL,NULL,F,2
1388505,209,0,31.31337929,120.7514114,F,2
1388618,865,0,NULL,NULL,F,2
1388618,865,0,31.46591949,120.6517105,F,2
1388618,865,0,NULL,NULL,T,2
1388630,210,0,31.25418663,120.575531,F,0
1388630,210,0,NULL,NULL,F,0
1388630,210,0,NULL,NULL,T,0
1388726,210,0,31.25602341,120.5828629,F,2
1388726,210,0,NULL,NULL,T,2
1388726,210,0,NULL,NULL,F,2
1388831,865,0,NULL,NULL,T,2
1388831,865,0,31.43079567,120.5530167,F,2
1388831,865,0,NULL,NULL,F,2
1389188,12375,0,NULL,NULL,T,2
1389188,12375,0,31.27699661,120.6160126,F,2
1389188,12375,0,NULL,NULL,F,2
1389535,211,0,NULL,NULL,T,2
1389535,211,0,31.32246208,120.6200943,F,2
1389535,211,0,NULL,NULL,F,2
1391617,211,0,31.31188965,120.6332626,F,2
1391617,211,0,NULL,NULL,F,2
1392349,211,0,NULL,NULL,F,2
1392349,211,0,NULL,NULL,T,2
1392349,211,0,31.3118248,120.6352234,F,2
1396100,865,0,NULL,NULL,T,2
1396100,865,0,31.46256256,120.6470413,F,2
1396100,865,0,NULL,NULL,F,2
1398361,865,0,31.39762878,120.6152725,F,2
1398361,865,0,NULL,NULL,T,2
1398361,865,0,NULL,NULL,F,2
1399484,12378,0,NULL,NULL,F,2
1399484,12378,0,31.15676117,120.7166824,F,2
1399484,12378,0,NULL,NULL,T,2
1399673,656,0,31.11863899,120.4630356,F,2
1399673,656,0,NULL,NULL,T,2
1399673,656,0,NULL,NULL,F,2
1399708,656,0,NULL,NULL,T,2
1399708,656,0,NULL,NULL,F,2
1399708,656,0,31.1233902,120.4667053,F,2
1400396,210,0,31.36690331,120.5030289,F,2
1400396,210,0,NULL,NULL,T,2
1400396,210,0,NULL,NULL,F,2
1400399,865,0,31.38459969,120.6385117,F,2
1400399,865,0,NULL,NULL,T,2
1400399,865,0,NULL,NULL,F,2
1407117,12377,0,NULL,NULL,F,2
1407117,12377,0,NULL,NULL,T,2
1407117,12377,0,31.16736603,120.6648712,F,2
